-0.475858, 1.61655 
-0.291753, 0.184802 
-0.156001, 0.518786 
-0.155835, 0.175825 
-0.0830172, 0.716709 
-0.0378482, -0.175242 
-0.0354125, -0.419593 
-0.031637, -0.175356 
-0.0278986, 0.766967 
-0.00824979, 1.288 
0.0219349, -0.489762 
0.0445145, 0.208203 
0.054619, -0.882471 
0.0622923, 0.0251381 
0.0805425, -0.725215 
0.127694, 0.665832 
0.155061, -0.366929 
0.156963, 0.908665 
0.164728, -1.35282 
0.170196, -1.54989 
0.182544, 0.438095 
0.198014, -0.198922 
0.204006, 1.39479 
0.204256, 0.256587 
0.2087, 0.55308 
0.227248, 1.46571 
0.237809, -0.0645576 
0.247094, 0.300832 
0.265259, 0.525974 
0.28106, 0.257571 
0.291944, 0.0961804 
0.29553, -0.31141 
0.32966, -0.880397 
0.335426, 0.240218 
0.339811, -0.699955 
0.352007, 0.346959 
0.352245, 0.752489 
0.353896, 1.0232 
0.363696, 0.630955 
0.369514, -0.343318 
0.389491, 0.272933 
0.416274, -0.0761403 
0.438879, -0.19565 
0.442245, 0.863891 
0.455956, 0.701215 
0.459631, 1.01267 
0.471401, -0.23062 
0.476601, 0.736797 
0.482028, -1.01504 
0.492712, -0.15063 
0.501553, 0.57707 
0.504194, -0.561413 
0.513612, 0.475046 
0.514642, 0.0298359 
0.537014, 1.36812 
0.556246, 0.0303942 
0.565418, -0.772955 
0.569736, 1.74316 
0.570288, -1.62324 
0.574182, -0.301873 
0.603708, -0.201646 
0.604698, 0.259001 
0.60807, -1.08011 
0.617414, 1.13921 
0.619699, 0.582547 
0.629067, 0.199976 
0.631067, 0.111664 
0.632339, -1.29451 
0.650641, -1.84665 
0.652468, 0.46195 
0.659724, 0.592782 
0.664545, -0.276916 
0.677041, -0.829129 
0.707553, -0.444252 
0.720048, -0.117467 
0.724264, 0.63162 
0.726469, 0.782911 
0.743541, 0.100915 
0.744343, 0.3795 
0.750823, 0.671069 
0.75446, -1.77586 
0.763351, 1.22417 
0.770964, 0.857921 
0.801134, 0.837987 
0.804558, -0.40623 
0.823405, -1.09426 
0.824932, -0.0194408 
0.875181, 0.283706 
0.883165, -0.975963 
0.908401, -0.478273 
0.922053, -0.223029 
0.940569, 0.387269 
0.965179, 0.799455 
0.97461, 0.671972 
0.977467, 0.865337 
0.992481, 0.19848 
1.00795, 0.869344 
1.00915, 0.198508 
1.01216, -0.0396392 
1.01474, 1.17165 
1.0215, 0.601259 
1.02399, -0.196502 
1.03423, -0.00703115 
1.04436, 0.112878 
1.05487, -0.0304288 
1.05688, -0.0447468 
1.05772, -0.18548 
1.06374, 0.546898 
1.0644, 0.451331 
1.06666, -0.239398 
1.07713, 1.60915 
1.09329, 1.26729 
1.10045, -1.50021 
1.11038, 1.6024 
1.11381, 0.222943 
1.11778, 1.2148 
1.13897, -0.00049879 
1.1507, 1.23201 
1.15176, 1.37447 
1.18651, 0.808371 
1.19418, -1.4307 
1.2029, 0.344255 
1.20853, 0.386425 
1.21044, -0.0697229 
1.22825, 0.793256 
1.23784, 0.490003 
1.24596, -0.369613 
1.25684, -0.0664069 
1.26023, -0.190964 
1.26877, 0.850827 
1.28676, 0.688957 
1.29723, 1.52758 
1.30761, -0.383767 
1.30917, 1.53511 
1.31171, 3.07106 
1.32682, 1.44999 
1.32697, 0.667961 
1.33334, 0.533207 
1.33583, 1.20737 
1.33844, 2.09274 
1.37656, 3.02798 
